0,1,pikero7,niñopelao
0,1,Charles_Dexter_Ward,niñopelao
0,1,Dab,niñopelao
3,2,tethra,Dab
3,2,Charles_Dexter_Ward,Dab
0,1,Minha,niñopelao
5,3,Dab,Charles_Dexter_Ward
0,1,kotao,niñopelao
0,1,WallaceBallantine,niñopelao
7,4,Charles_Dexter_Ward,Dab
10,5,Dab,Charles_Dexter_Ward
8,2,Penetrator,kotao
0,1,abuse,niñopelao
11,6,Charles_Dexter_Ward,Dab
13,2,Charles_Dexter_Ward,abuse
12,3,kotao,Penetrator
0,1,mctgdbbn3,niñopelao
0,1,ailian,niñopelao
0,1,el_Tupac,niñopelao
0,1,expertomilitar,niñopelao
0,1,capitan__nemo,niñopelao
9,2,Garrosh,WallaceBallantine
6,2,Thelion,Minha
0,1,MaximumPetrus,niñopelao
22,3,WallaceBallantine,Garrosh
18,2,Kroki,ailian
6,2,sosfabra,Minha
0,1,erronea,niñopelao
23,3,cdya,Thelion
28,2,salteado3,erronea
6,2,Kroki,Minha
0,1,Jose_García_Andreu,niñopelao
0,1,filosofo,niñopelao
0,1,HipnoSapo,niñopelao
30,3,erronea,salteado3
0,1,Árpád,niñopelao
34,2,IkkiFenix,HipnoSapo
21,2,GoDie,capitan__nemo
37,3,HipnoSapo,IkkiFenix
0,1,carcharocles,niñopelao
0,1,ManTK,niñopelao
0,1,Al_Speed_79,niñopelao
12,3,--210564--,Penetrator
0,1,robustiano,niñopelao
28,2,ChukNorris,erronea
0,1,sauron34_1,niñopelao
40,2,baronluigi,carcharocles
0,1,elreypescador,niñopelao
0,1,jaz1,niñopelao
49,2,AsVHEn,jaz1
0,1,jaz1,niñopelao
47,3,carcharocles,baronluigi
52,4,baronluigi,carcharocles
0,1,Tellagorrii,niñopelao
0,1,cacho_perro,niñopelao
17,2,Varlak_,mctgdbbn3
3,2,biñoka,Dab
0,1,Arganor,niñopelao
23,3,Belu84,Thelion
57,3,Dab,biñoka
0,1,aracnos,niñopelao
20,2,aracnos,expertomilitar
39,4,Murray_Rothbard,HipnoSapo
0,1,--333750--,niñopelao
0,1,--333750--,niñopelao
0,1,Josean_Salazar,niñopelao
0,1,arcadefire,niñopelao
0,1,arre,niñopelao
0,1,pasapues,niñopelao
0,1,mariopg,niñopelao
0,1,Mike_Zgz,niñopelao
0,1,magsx,niñopelao
6,2,Spartan67,Minha
0,1,polvos.magicos,niñopelao
0,1,quique,niñopelao
